Timestamp,AccelerometerY
2025-03-27 11:19:16,0.037050001323223114
2025-03-27 11:19:18,0.04200000315904617
2025-03-27 11:19:23,0.030000001192092896
2025-03-27 11:19:26,0.04605000093579292
2025-03-27 11:19:30,0.07304999977350235
2025-03-27 11:19:33,0.07695000618696213
2025-03-27 11:19:36,0.07500000298023224
2025-03-27 11:19:38,-3.894000291824341
2025-03-27 11:19:41,-0.6829500198364258
2025-03-27 11:19:44,4.636050224304199
2025-03-27 11:19:47,4.176000118255615
2025-03-27 11:19:50,3.1900501251220703
2025-03-27 11:19:53,1.9549500942230225
2025-03-27 11:19:56,1.1880000829696655
2025-03-27 11:19:59,2.725950241088867
2025-03-27 11:20:03,2.7970502376556396
2025-03-27 11:20:06,-16.35795021057129
2025-03-27 11:20:09,-23.830951690673828
2025-03-27 11:20:12,0.17100000381469727
2025-03-27 11:20:15,0.06495000422000885
2025-03-27 11:20:20,0.05100000277161598
2025-03-27 11:20:23,0.034050002694129944
2025-03-27 11:20:26,0.018000001087784767
2025-03-27 11:20:29,0.031950000673532486
2025-03-27 11:20:32,0.030000001192092896
2025-03-27 11:20:36,-0.0010500000789761543
2025-03-27 11:20:39,0.022050000727176666
2025-03-27 11:20:42,0.04905000329017639
2025-03-27 11:20:45,0.034050002694129944
2025-03-27 11:20:48,0.04605000093579292
2025-03-27 11:20:51,0.013050000183284283
2025-03-27 11:20:54,0.05100000277161598
2025-03-27 11:20:57,0.031950000673532486
2025-03-27 11:21:00,0.022050000727176666
2025-03-27 11:21:03,0.05295000225305557
2025-03-27 11:21:06,0.022050000727176666
2025-03-27 11:21:09,0.037050001323223114
2025-03-27 11:21:12,0.025050001218914986
2025-03-27 11:21:15,0.05295000225305557
2025-03-27 11:21:18,0.031950000673532486
2025-03-27 11:21:20,-0.004950000438839197
2025-03-27 11:21:23,0.039000000804662704
2025-03-27 11:21:26,0.05595000088214874
2025-03-27 11:21:29,0.030000001192092896
2025-03-27 11:21:32,0.022050000727176666
2025-03-27 11:21:35,0.039000000804662704
2025-03-27 11:21:38,0.030000001192092896
2025-03-27 11:21:42,0.04200000315904617
2025-03-27 11:21:45,0.019950000569224358
2025-03-27 11:21:48,0.037050001323223114
2025-03-27 11:21:53,0.19500000774860382
2025-03-27 11:21:56,0.41505002975463867
2025-03-27 11:21:58,0.6160500049591064
2025-03-27 11:22:01,2.556000232696533
2025-03-27 11:22:04,4.13100004196167
2025-03-27 11:22:07,-12.109050750732422
2025-03-27 11:22:10,7.408950328826904
2025-03-27 11:22:14,7.966950416564941
2025-03-27 11:22:17,3.0300002098083496
2025-03-27 11:22:20,0.07500000298023224
2025-03-27 11:22:23,0.07005000114440918
2025-03-27 11:22:26,0.027000000700354576
2025-03-27 11:22:29,-0.010050000622868538
2025-03-27 11:22:31,0.022050000727176666
2025-03-27 11:22:33,0.05100000277161598
2025-03-27 11:22:36,0.015000000596046448
2025-03-27 11:22:41,0.04905000329017639
2025-03-27 11:22:45,0.013050000183284283
2025-03-27 11:22:48,0.031950000673532486
2025-03-27 11:22:50,0.003000000026077032
2025-03-27 11:22:53,0.022050000727176666
2025-03-27 11:22:56,0.025050001218914986
2025-03-27 11:22:58,0.027000000700354576
2025-03-27 11:23:02,0.022050000727176666
2025-03-27 11:23:05,0.025050001218914986
2025-03-27 11:23:08,-0.015000000596046448
2025-03-27 11:23:11,0.037050001323223114
2025-03-27 11:23:15,0.00795000046491623
2025-03-27 11:23:18,0.022050000727176666
2025-03-27 11:23:21,0.019950000569224358
2025-03-27 11:23:24,0.043950002640485764
2025-03-27 11:23:27,0.06105000153183937
2025-03-27 11:23:29,0.015000000596046448
2025-03-27 11:23:32,0.010050000622868538
2025-03-27 11:23:35,0.00795000046491623
2025-03-27 11:23:38,0.010050000622868538
2025-03-27 11:23:41,0.013050000183284283
2025-03-27 11:23:45,0.010050000622868538
2025-03-27 11:23:47,0.019950000569224358
2025-03-27 11:23:50,0.022050000727176666
2025-03-27 11:23:53,0.05100000277161598
2025-03-27 11:23:56,-0.0010500000789761543
2025-03-27 11:23:59,-0.003000000026077032
2025-03-27 11:24:02,0.013050000183284283
2025-03-27 11:24:05,0.022050000727176666
2025-03-27 11:24:08,0.015000000596046448
2025-03-27 11:24:11,0.031950000673532486
2025-03-27 11:24:14,0.015000000596046448
2025-03-27 11:24:18,0.022050000727176666
2025-03-27 11:24:21,0.018000001087784767
2025-03-27 11:24:24,0.022050000727176666
2025-03-27 11:24:27,0.0990000069141388
2025-03-27 11:24:30,0.010050000622868538
2025-03-27 11:24:32,0.027000000700354576
2025-03-27 11:24:35,0.025050001218914986
2025-03-27 11:24:38,0.022050000727176666
2025-03-27 11:24:42,0.019950000569224358
2025-03-27 11:24:46,0.037050001323223114
2025-03-27 11:24:50,0.04605000093579292
2025-03-27 11:24:53,0.006000000052154064
2025-03-27 11:24:56,-0.025050001218914986
2025-03-27 11:24:59,0.031950000673532486
2025-03-27 11:25:01,0.037050001323223114
2025-03-27 11:25:04,0.039000000804662704
2025-03-27 11:25:07,0.06105000153183937
2025-03-27 11:25:10,0.037050001323223114
2025-03-27 11:25:13,-0.003000000026077032
2025-03-27 11:25:16,0.025050001218914986
2025-03-27 11:25:18,0.019950000569224358
2025-03-27 11:25:22,0.022050000727176666
2025-03-27 11:25:25,0.013050000183284283
2025-03-27 11:25:28,0.037050001323223114
2025-03-27 11:25:31,0.025050001218914986
2025-03-27 11:25:36,0.037050001323223114
2025-03-27 11:25:39,0.027000000700354576
2025-03-27 11:25:42,0.006000000052154064
