Timestamp,AccelerometerZ
2025-03-27 11:26:14,9.916050910949707
2025-03-27 11:26:16,9.91395092010498
2025-03-27 11:26:19,9.904050827026367
2025-03-27 11:26:21,9.90195083618164
2025-03-27 11:26:29,9.904050827026367
2025-03-27 11:26:32,9.892050743103027
2025-03-27 11:26:34,9.90195083618164
2025-03-27 11:26:37,9.907050132751465
2025-03-27 11:26:40,9.90195083618164
2025-03-27 11:26:43,9.90000057220459
2025-03-27 11:26:46,9.895050048828125
2025-03-27 11:26:49,9.90000057220459
2025-03-27 11:26:52,9.895050048828125
2025-03-27 11:26:58,9.904050827026367
2025-03-27 11:27:01,9.916050910949707
2025-03-27 11:27:04,1.527000069618225
2025-03-27 11:27:07,-2.883000135421753
2025-03-27 11:27:10,-2.7529501914978027
2025-03-27 11:27:13,-1.9939501285552979
2025-03-27 11:27:16,-3.7159502506256104
2025-03-27 11:27:19,-1.9320000410079956
2025-03-27 11:27:22,-2.1450002193450928
2025-03-27 11:27:25,-1.981950044631958
2025-03-27 11:27:29,-2.044950008392334
2025-03-27 11:27:32,-2.16195011138916
2025-03-27 11:27:35,-2.0400002002716064
2025-03-27 11:27:38,-2.0350501537323
2025-03-27 11:27:41,-1.7640000581741333
2025-03-27 11:27:44,-1.4940000772476196
2025-03-27 11:27:47,-1.2780001163482666
2025-03-27 11:27:50,-1.065000057220459
2025-03-27 11:27:53,-1.180050015449524
2025-03-27 11:27:56,-0.9550500512123108
2025-03-27 11:27:59,-1.1230500936508179
2025-03-27 11:28:03,0.8470500111579895
2025-03-27 11:28:06,7.362000465393066
2025-03-27 11:28:09,7.129050254821777
2025-03-27 11:28:12,6.6739501953125
2025-03-27 11:28:15,6.772950172424316
2025-03-27 11:28:18,7.156050205230713
2025-03-27 11:28:21,6.885000228881836
2025-03-27 11:28:24,7.515000343322754
2025-03-27 11:28:27,6.0610504150390625
2025-03-27 11:28:30,6.033000469207764
2025-03-27 11:28:34,6.13800048828125
2025-03-27 11:28:37,6.03000020980835
2025-03-27 11:28:40,6.118950366973877
2025-03-27 11:28:43,0.4759500324726105
2025-03-27 11:28:46,7.398000240325928
2025-03-27 11:28:49,7.564950466156006
