Timestamp,AccelerometerX,AccelerometerY,AccelerometerZ
2025-03-27 11:34:29,0.2569500207901001,0.12495000660419464,9.921000480651855
2025-03-27 11:34:32,0.2740500271320343,0.10905000567436218,9.865950584411621
2025-03-27 11:34:35,0.26205000281333923,0.14400000870227814,9.871050834655762
2025-03-27 11:34:38,0.27105000615119934,0.13500000536441803,9.880050659179688
2025-03-27 11:34:43,0.2569500207901001,0.13500000536441803,9.885000228881836
2025-03-27 11:34:46,0.2659500241279602,0.13199999928474426,9.897000312805176
2025-03-27 11:34:49,0.25005000829696655,0.12495000660419464,9.87600040435791
2025-03-27 11:34:52,0.286050021648407,0.13005000352859497,9.8899507522583
2025-03-27 11:34:55,0.23805001378059387,0.11805000901222229,9.892050743103027
2025-03-27 11:34:58,0.283050000667572,0.14205001294612885,9.907050132751465
2025-03-27 11:35:01,0.2659500241279602,0.12495000660419464,9.897000312805176
2025-03-27 11:35:04,0.35295000672340393,0.09405000507831573,9.949950218200684
2025-03-27 11:35:07,0.25005000829696655,0.13199999928474426,9.865950584411621
2025-03-27 11:35:10,0.19005000591278076,0.1399500072002411,9.904050827026367
2025-03-27 11:35:13,0.17295001447200775,0.18000000715255737,9.883050918579102
2025-03-27 11:35:17,0.520050048828125,-0.17100000381469727,9.945000648498535
2025-03-27 11:35:20,0.6379500031471252,-0.2880000174045563,11.616000175476074
2025-03-27 11:35:23,23.54400062561035,-22.48995018005371,61.444053649902344
2025-03-27 11:35:26,56.143951416015625,-23.457000732421875,27.85395050048828
2025-03-27 11:35:29,-32.78295135498047,0.32895001769065857,6.516000270843506
2025-03-27 11:35:32,-4.128000259399414,-0.5509500503540039,-11.824950218200684
2025-03-27 11:35:35,-3.5560500621795654,-22.61505126953125,-6.13200044631958
2025-03-27 11:35:38,-2.0020501613616943,-9.76200008392334,-7.0249505043029785
2025-03-27 11:35:41,4.288949966430664,-8.886000633239746,-1.6540501117706299
2025-03-27 11:35:44,5.931000232696533,-2.6770501136779785,15.270000457763672
2025-03-27 11:35:48,1.971000075340271,4.051949977874756,8.563950538635254
2025-03-27 11:35:51,5.06505012512207,-0.7549500465393066,7.558050155639648
