
,X,Y,Z,time
,0.61,-3.48,-2.56,2025-03-17T15:35:34.287265Z
,0.67,-3.54,-2.62,2025-03-17T15:35:35.094714Z
,0.67,-3.6,-2.44,2025-03-17T15:35:37.490419Z
,0.55,-3.54,-2.5,2025-03-17T15:35:38.605993Z
,0.67,-3.42,-2.5,2025-03-17T15:35:38.899751Z
,0.67,-3.48,-2.56,2025-03-17T15:35:39.410906Z
,0.73,-3.48,-2.56,2025-03-17T15:35:40.508238Z
,0.61,-3.48,-2.56,2025-03-17T15:35:41.614661Z
,0.55,-3.6,-2.56,2025-03-17T15:35:42.73173Z
,0.73,-3.48,-2.5,2025-03-17T15:35:43.825797Z
,0.67,-3.42,-2.56,2025-03-17T15:35:44.934814Z
,0.67,-3.48,-2.5,2025-03-17T15:35:46.061048Z
,0.67,-3.42,-2.5,2025-03-17T15:35:47.187604Z
,0.49,-3.54,-2.44,2025-03-17T15:35:48.318428Z
,0.55,-3.48,-2.5,2025-03-17T15:35:49.346473Z
,0.73,-3.48,-2.5,2025-03-17T15:35:50.464302Z
,0.55,-3.54,-2.56,2025-03-17T15:35:51.57208Z
,0.55,-3.42,-2.56,2025-03-17T15:35:52.720749Z
,0.67,-3.54,-2.5,2025-03-17T15:35:54.028155Z
,0.61,-3.54,-2.5,2025-03-17T15:35:55.225677Z
,0.55,-3.42,-2.5,2025-03-17T15:35:56.208036Z
,0.67,-3.54,-2.56,2025-03-17T15:35:57.394741Z
,1.22,-3.6,-2.62,2025-03-17T15:35:59.073781Z
,0.61,-3.36,-2.56,2025-03-17T15:35:59.680462Z
,0.79,-3.48,-2.5,2025-03-17T15:36:00.499655Z
,0.67,-3.48,-2.56,2025-03-17T15:36:01.496643Z
,0.67,-3.54,-2.56,2025-03-17T15:36:02.605603Z
,0.67,-3.42,-2.5,2025-03-17T15:36:03.776524Z
,0.61,-3.48,-2.56,2025-03-17T15:36:04.810288Z
,0.67,-3.6,-2.5,2025-03-17T15:36:06.030514Z
,0.61,-3.48,-2.56,2025-03-17T15:36:07.053339Z
,0.61,-3.54,-2.56,2025-03-17T15:36:08.181399Z
,0.61,-3.48,-2.5,2025-03-17T15:36:09.241672Z
,0.67,-3.48,-2.5,2025-03-17T15:36:10.432649Z
,0.55,-3.6,-2.5,2025-03-17T15:36:11.437692Z
,0.55,-3.6,-2.56,2025-03-17T15:36:12.694212Z
,0.61,-3.6,-2.56,2025-03-17T15:36:13.656873Z
,0.79,-3.48,-2.5,2025-03-17T15:36:14.755215Z
,0.67,-3.42,-2.5,2025-03-17T15:36:15.962248Z
,0.55,-3.48,-2.56,2025-03-17T15:36:16.986287Z
,0.79,-3.6,-2.44,2025-03-17T15:36:18.112758Z
,0.55,-3.54,-2.56,2025-03-17T15:36:19.187344Z
,0.61,-3.54,-2.56,2025-03-17T15:36:20.365261Z
,0.55,-3.42,-2.5,2025-03-17T15:36:21.604536Z
,0.49,-3.42,-2.5,2025-03-17T15:36:22.540503Z
,0.61,-3.54,-2.56,2025-03-17T15:36:23.594143Z
,0.67,-3.48,-2.5,2025-03-17T15:36:24.989597Z
,0.79,-3.54,-2.5,2025-03-17T15:36:25.895226Z
,0.73,-3.54,-2.56,2025-03-17T15:36:26.919265Z
,0.61,-3.42,-2.38,2025-03-17T15:36:28.013951Z
,0.73,-3.42,-2.56,2025-03-17T15:36:29.171831Z
,0.61,-3.48,-2.5,2025-03-17T15:36:30.299129Z
,0.55,-3.48,-2.44,2025-03-17T15:36:31.425602Z
,0.73,-3.42,-2.5,2025-03-17T15:36:32.4489Z
,0.67,-3.54,-2.44,2025-03-17T15:36:33.575361Z
,0.61,-3.6,-2.44,2025-03-17T15:36:34.652608Z
,0.43,-3.48,-2.56,2025-03-17T15:36:35.829791Z
,0.31,-3.42,-2.5,2025-03-17T15:36:37.341269Z
,0.49,-3.54,-2.5,2025-03-17T15:36:38.60501Z
,0.73,-3.48,-2.44,2025-03-17T15:36:39.389578Z
,0.79,-3.48,-2.44,2025-03-17T15:36:40.436603Z
,-0.06,-3.72,-2.44,2025-03-17T15:36:41.36141Z
,0.43,-3.72,-2.44,2025-03-17T15:36:42.650261Z
,0.37,-3.54,-2.32,2025-03-17T15:36:43.525917Z
,0.61,-3.48,-2.44,2025-03-17T15:36:44.601308Z
,0.55,-3.48,-2.5,2025-03-17T15:36:45.727485Z
,0.43,-3.54,-2.44,2025-03-17T15:36:49.072965Z
,0.31,-3.42,-2.56,2025-03-17T15:36:49.385814Z
,0.73,-3.48,-2.5,2025-03-17T15:36:49.72321Z
,0.67,-3.6,-2.44,2025-03-17T15:36:50.588406Z
,0.73,-3.66,-2.5,2025-03-17T15:36:51.303754Z
,0.85,-3.54,-2.5,2025-03-17T15:36:52.622577Z
,0.73,-3.48,-2.5,2025-03-17T15:36:53.444021Z
,0.61,-3.54,-2.5,2025-03-17T15:36:54.986931Z
,0.55,-3.6,-2.5,2025-03-17T15:36:55.916644Z
,0.79,-3.48,-2.44,2025-03-17T15:36:56.831943Z
,0.61,-3.48,-2.56,2025-03-17T15:36:57.947058Z
,0.55,-3.54,-2.56,2025-03-17T15:36:58.970888Z
,0.73,-3.54,-2.56,2025-03-17T15:37:00.074655Z
,0.73,-3.42,-2.5,2025-03-17T15:37:01.153504Z
,0.73,-3.54,-2.56,2025-03-17T15:37:02.257581Z
,0.43,-3.6,-2.5,2025-03-17T15:37:03.367056Z
,0.85,-3.6,-2.56,2025-03-17T15:37:04.475343Z
,0.55,-3.54,-2.5,2025-03-17T15:37:06.162191Z
,0.67,-3.48,-2.56,2025-03-17T15:37:06.892789Z
,0.79,-3.54,-2.62,2025-03-17T15:37:07.879966Z
,0.67,-3.36,-2.44,2025-03-17T15:37:08.904061Z
,0.85,-3.54,-2.62,2025-03-17T15:37:10.030379Z
,0.67,-3.48,-2.44,2025-03-17T15:37:11.104275Z
,0.61,-3.54,-2.5,2025-03-17T15:37:12.205044Z
,0.31,-3.54,-2.56,2025-03-17T15:37:13.409673Z
,0.43,-3.6,-2.38,2025-03-17T15:37:14.432431Z
,0.61,-3.54,-2.56,2025-03-17T15:37:15.524454Z
,0.55,-3.48,-2.56,2025-03-17T15:37:16.622655Z
,0.55,-3.48,-2.5,2025-03-17T15:37:17.731148Z
,0.31,-3.6,-2.5,2025-03-17T15:37:19.079119Z
,0.79,-3.48,-2.44,2025-03-17T15:37:20.07602Z
,0.55,-3.54,-2.5,2025-03-17T15:37:21.110792Z
,0.55,-3.42,-2.5,2025-03-17T15:37:22.216259Z
,0.55,-3.48,-2.5,2025-03-17T15:37:23.342476Z
,0.49,-3.48,-2.5,2025-03-17T15:37:24.369317Z
,0.24,-3.42,-2.38,2025-03-17T15:37:25.492997Z
,1.59,-3.91,-2.44,2025-03-17T15:37:26.620468Z
,0.73,-3.54,-2.44,2025-03-17T15:37:27.848596Z
,23.8,27.04,-9.03,2025-03-17T15:37:28.872253Z
,0.85,-3.54,-2.44,2025-03-17T15:37:29.998664Z
,0.61,-3.54,-2.44,2025-03-17T15:37:31.000599Z
,0.67,-3.48,-2.44,2025-03-17T15:37:32.092319Z
,0.61,-3.48,-2.5,2025-03-17T15:37:33.191577Z
,0.73,-3.54,-2.44,2025-03-17T15:37:34.401794Z
,0.67,-3.48,-2.44,2025-03-17T15:37:35.425858Z
,0.67,-3.54,-2.44,2025-03-17T15:37:36.507939Z
,0.67,-3.54,-2.5,2025-03-17T15:37:37.781476Z
,0.67,-3.48,-2.5,2025-03-17T15:37:38.806337Z
,0.73,-3.42,-2.44,2025-03-17T15:37:39.876967Z
,0.67,-3.48,-2.44,2025-03-17T15:37:40.947019Z
,0.67,-3.48,-2.5,2025-03-17T15:37:42.038472Z
,0.67,-3.42,-2.44,2025-03-17T15:37:43.137011Z
,0.61,-3.48,-2.56,2025-03-17T15:37:44.23968Z
,0.67,-3.54,-2.44,2025-03-17T15:37:45.346447Z
,0.67,-3.48,-2.38,2025-03-17T15:37:46.451336Z
,0.73,-3.48,-2.44,2025-03-17T15:37:47.554872Z
,0.73,-3.66,-2.44,2025-03-17T15:37:48.676425Z
,0.73,-3.48,-2.44,2025-03-17T15:37:49.769715Z
,0.67,-3.54,-2.44,2025-03-17T15:37:50.887553Z
,0.85,-3.6,-2.44,2025-03-17T15:37:51.97642Z
,0.73,-3.54,-2.44,2025-03-17T15:37:53.08235Z
,0.67,-3.6,-2.44,2025-03-17T15:37:54.267549Z
,0.73,-3.42,-2.44,2025-03-17T15:37:55.294759Z
,0.49,-3.42,-2.5,2025-03-17T15:37:56.418118Z
,0.73,-3.72,-2.32,2025-03-17T15:37:57.501547Z
,0.73,-3.66,-2.44,2025-03-17T15:37:58.978622Z
,0.49,-3.48,-2.44,2025-03-17T15:37:59.799035Z
,0.61,-3.54,-2.44,2025-03-17T15:38:01.140145Z
,0.85,-3.6,-2.44,2025-03-17T15:38:02.054525Z
,0.61,-3.48,-2.5,2025-03-17T15:38:03.025339Z
,0.79,-3.54,-2.44,2025-03-17T15:38:04.129942Z
,0.79,-3.54,-2.44,2025-03-17T15:38:05.236395Z
,0.92,-3.48,-2.44,2025-03-17T15:38:06.351189Z
,0.24,-3.42,-2.5,2025-03-17T15:38:07.446056Z
,0.79,-3.42,-2.5,2025-03-17T15:38:08.706391Z
,0.61,-3.42,-2.44,2025-03-17T15:38:09.73046Z
,0.73,-3.6,-2.5,2025-03-17T15:38:10.766867Z
,0.61,-3.48,-2.38,2025-03-17T15:38:11.868724Z
,0.61,-3.48,-2.44,2025-03-17T15:38:12.988532Z
,0.61,-3.42,-2.44,2025-03-17T15:38:14.078626Z
,0.55,-3.48,-2.38,2025-03-17T15:38:15.182526Z
,0.61,-3.48,-2.5,2025-03-17T15:38:16.488813Z
,0.67,-3.54,-2.44,2025-03-17T15:38:17.38762Z
,0.67,-3.48,-2.44,2025-03-17T15:38:18.536953Z
,0.61,-3.48,-2.5,2025-03-17T15:38:19.600445Z
,0.61,-3.48,-2.44,2025-03-17T15:38:20.789722Z
,0.79,-3.6,-2.44,2025-03-17T15:38:21.812573Z
,0.67,-3.6,-2.5,2025-03-17T15:38:22.913609Z
,0.61,-3.48,-2.5,2025-03-17T15:38:24.017397Z
,0.73,-3.6,-2.5,2025-03-17T15:38:25.129112Z
,0.55,-3.48,-2.44,2025-03-17T15:38:26.319575Z
,0.61,-3.54,-2.44,2025-03-17T15:38:27.355267Z
,0.85,-3.6,-2.5,2025-03-17T15:38:28.438228Z
,0.61,-3.66,-2.5,2025-03-17T15:38:29.596677Z
,0.67,-3.6,-2.5,2025-03-17T15:38:30.671849Z
,0.67,-3.48,-2.5,2025-03-17T15:38:31.751696Z
,0.79,-3.48,-2.44,2025-03-17T15:38:32.855424Z
,0.67,-3.48,-2.44,2025-03-17T15:38:33.999586Z
,0.73,-3.42,-2.44,2025-03-17T15:38:35.109974Z
,0.85,-3.48,-2.5,2025-03-17T15:38:36.172207Z
,0.67,-3.6,-2.5,2025-03-17T15:38:37.28185Z
,0.67,-3.48,-2.38,2025-03-17T15:38:38.383875Z
,0.73,-3.54,-2.44,2025-03-17T15:38:39.491896Z
,0.85,-3.48,-2.44,2025-03-17T15:38:40.655756Z
,0.61,-3.48,-2.38,2025-03-17T15:38:41.78395Z
,0.79,-3.66,-2.44,2025-03-17T15:38:42.800485Z
,0.73,-3.54,-2.44,2025-03-17T15:38:43.951058Z
,0.18,-3.36,-2.56,2025-03-17T15:38:45.022774Z
,0.67,-3.6,-2.44,2025-03-17T15:38:46.117463Z
,0.67,-3.42,-2.56,2025-03-17T15:38:47.312888Z
,0.79,-3.6,-2.5,2025-03-17T15:38:48.33473Z
,0.55,-3.42,-2.5,2025-03-17T15:38:49.465749Z
,0.43,-3.42,-2.5,2025-03-17T15:38:50.58857Z
,0.73,-3.54,-2.44,2025-03-17T15:38:51.714719Z
,0.67,-3.54,-2.38,2025-03-17T15:38:52.746536Z
,0.61,-3.48,-2.38,2025-03-17T15:38:53.853899Z
,0.61,-3.54,-2.44,2025-03-17T15:38:54.99266Z
,0.55,-3.54,-2.5,2025-03-17T15:38:56.058396Z
,0.73,-3.54,-2.5,2025-03-17T15:38:57.244666Z
,0.61,-3.48,-2.38,2025-03-17T15:38:58.371093Z
,0.61,-3.42,-2.5,2025-03-17T15:38:59.372946Z
,0.61,-3.48,-2.5,2025-03-17T15:39:00.521651Z
,0.67,-3.48,-2.44,2025-03-17T15:39:01.585066Z
,0.67,-3.66,-2.5,2025-03-17T15:39:02.688529Z
,0.73,-3.54,-2.44,2025-03-17T15:39:03.795113Z
,0.61,-3.48,-2.56,2025-03-17T15:39:04.901213Z
,0.61,-3.48,-2.44,2025-03-17T15:39:06.003401Z
,0.73,-3.48,-2.44,2025-03-17T15:39:07.177699Z
,0.67,-3.48,-2.44,2025-03-17T15:39:08.304094Z
,0.73,-3.6,-2.38,2025-03-17T15:39:09.32787Z
,0.73,-3.54,-2.44,2025-03-17T15:39:10.456097Z
,0.55,-3.48,-2.44,2025-03-17T15:39:11.580881Z
,0.67,-3.54,-2.44,2025-03-17T15:39:12.710083Z
,0.73,-3.54,-2.56,2025-03-17T15:39:13.763355Z
,2.93,-2.56,-2.93,2025-03-17T15:39:14.84353Z
,0.85,-3.6,-2.38,2025-03-17T15:39:15.948303Z
,0.73,-3.54,-2.56,2025-03-17T15:39:17.21294Z
,0.92,-3.54,-2.56,2025-03-17T15:39:18.237637Z
,0.73,-3.48,-2.44,2025-03-17T15:39:19.364026Z
,0.73,-3.6,-2.38,2025-03-17T15:39:20.387418Z
,0.67,-3.48,-2.5,2025-03-17T15:39:21.477265Z
,0.73,-3.54,-2.32,2025-03-17T15:39:22.640312Z
,0.61,-3.48,-2.44,2025-03-17T15:39:23.768266Z
,0.61,-3.48,-2.5,2025-03-17T15:39:24.788046Z
,0.67,-3.48,-2.5,2025-03-17T15:39:25.898084Z
,0.61,-3.48,-2.44,2025-03-17T15:39:26.996518Z
,0.73,-3.6,-2.44,2025-03-17T15:39:28.171306Z
,0.73,-3.54,-2.44,2025-03-17T15:39:29.202409Z
,0.73,-3.54,-2.5,2025-03-17T15:39:30.307599Z
,0.67,-3.54,-2.44,2025-03-17T15:39:31.414528Z
,0.61,-3.6,-2.5,2025-03-17T15:39:32.526498Z
,0.67,-3.48,-2.5,2025-03-17T15:39:33.620739Z
,0.67,-3.48,-2.44,2025-03-17T15:39:34.737663Z
,0.73,-3.42,-2.44,2025-03-17T15:39:35.830905Z
,0.67,-3.6,-2.38,2025-03-17T15:39:36.935864Z
,0.61,-3.6,-2.5,2025-03-17T15:39:38.041617Z
,0.67,-3.54,-2.44,2025-03-17T15:39:39.229082Z
,0.67,-3.48,-2.38,2025-03-17T15:39:40.355881Z
,0.61,-3.54,-2.44,2025-03-17T15:39:41.380977Z
,0.79,-3.48,-2.44,2025-03-17T15:39:42.459241Z
,0.67,-3.54,-2.5,2025-03-17T15:39:43.632617Z
,0.67,-3.42,-2.38,2025-03-17T15:39:44.668725Z
,0.61,-3.48,-2.44,2025-03-17T15:39:45.775356Z
,0.49,-3.36,-2.5,2025-03-17T15:39:46.879272Z
,0.31,-3.54,-2.44,2025-03-17T15:39:47.987727Z
,0.73,-3.6,-2.44,2025-03-17T15:39:49.090313Z
,0.24,-3.36,-2.5,2025-03-17T15:39:50.288942Z
,0.79,-3.6,-2.38,2025-03-17T15:39:51.312705Z
,0.73,-3.6,-2.38,2025-03-17T15:39:52.409173Z
,0.73,-3.6,-2.56,2025-03-17T15:39:53.508388Z
,0.61,-3.54,-2.44,2025-03-17T15:39:54.611977Z
,0.79,-3.6,-2.44,2025-03-17T15:39:55.819184Z
,0.67,-3.48,-2.5,2025-03-17T15:39:56.84134Z
,0.49,-3.54,-2.44,2025-03-17T15:39:57.930355Z
,0.67,-3.54,-2.56,2025-03-17T15:39:59.037578Z
,0.67,-3.54,-2.44,2025-03-17T15:40:00.223031Z
,0.67,-3.42,-2.44,2025-03-17T15:40:01.354776Z
,0.67,-3.54,-2.44,2025-03-17T15:40:02.365083Z
,0.73,-3.6,-2.44,2025-03-17T15:40:03.49845Z
,0.67,-3.6,-2.44,2025-03-17T15:40:04.559097Z
,0.73,-3.54,-2.44,2025-03-17T15:40:05.75295Z
,0.67,-3.54,-2.44,2025-03-17T15:40:06.767139Z
,0.61,-3.54,-2.5,2025-03-17T15:40:07.869602Z
,0.67,-3.54,-2.38,2025-03-17T15:40:08.978357Z
,0.67,-3.6,-2.44,2025-03-17T15:40:10.155902Z
,0.67,-3.48,-2.44,2025-03-17T15:40:11.281062Z
,0.67,-3.48,-2.44,2025-03-17T15:40:12.305135Z
,0.73,-3.54,-2.38,2025-03-17T15:40:13.431368Z
,0.73,-3.6,-2.44,2025-03-17T15:40:14.498905Z
,0.85,-3.78,-2.44,2025-03-17T15:40:15.631647Z
,0.55,-3.72,-2.44,2025-03-17T15:40:17.141364Z
,0.61,-3.48,-2.44,2025-03-17T15:40:17.835457Z
,0.92,-3.54,-2.5,2025-03-17T15:40:19.780269Z
,0.61,-3.48,-2.44,2025-03-17T15:40:20.195517Z
,0.79,-3.42,-2.38,2025-03-17T15:40:21.213918Z
,0.79,-3.6,-2.44,2025-03-17T15:40:22.232865Z
,0.67,-3.48,-2.62,2025-03-17T15:40:23.347348Z
,0.79,-3.48,-2.44,2025-03-17T15:40:24.490751Z
,0.61,-3.54,-2.32,2025-03-17T15:40:25.616438Z
,0.73,-3.48,-2.44,2025-03-17T15:40:26.652582Z
,0.73,-3.54,-2.44,2025-03-17T15:40:27.767577Z
,0.55,-3.6,-2.38,2025-03-17T15:40:28.894042Z
,0.79,-3.66,-2.38,2025-03-17T15:40:29.96695Z
,-0.79,-3.85,-2.2,2025-03-17T15:40:31.146943Z
,0.55,-3.54,-2.44,2025-03-17T15:40:32.273338Z
,0.73,-3.48,-2.44,2025-03-17T15:40:33.278387Z
,0.73,-3.48,-2.44,2025-03-17T15:40:34.425131Z
,0.67,-3.48,-2.38,2025-03-17T15:40:35.552023Z
,0.98,-3.48,-2.32,2025-03-17T15:40:36.606464Z
,0.67,-3.48,-2.38,2025-03-17T15:40:37.803424Z
,0.79,-3.48,-2.44,2025-03-17T15:40:38.827127Z
,0.61,-3.54,-2.44,2025-03-17T15:40:39.911224Z
,0.73,-3.48,-2.44,2025-03-17T15:40:41.014879Z
,0.73,-3.54,-2.44,2025-03-17T15:40:42.208544Z
,0.73,-3.42,-2.44,2025-03-17T15:40:43.230169Z
,0.61,-3.48,-2.44,2025-03-17T15:40:44.329297Z
,0.79,-3.54,-2.5,2025-03-17T15:40:45.534277Z
,0.79,-3.6,-2.44,2025-03-17T15:40:46.541755Z
,0.67,-3.6,-2.38,2025-03-17T15:40:47.737319Z
,0.55,-3.54,-2.38,2025-03-17T15:40:48.761523Z
,0.67,-3.54,-2.44,2025-03-17T15:40:49.853722Z
,0.92,-3.66,-2.32,2025-03-17T15:40:51.01274Z
,0.79,-3.54,-2.38,2025-03-17T15:40:52.139465Z
,0.61,-3.54,-2.5,2025-03-17T15:40:53.265601Z
,0.98,-3.42,-2.5,2025-03-17T15:40:54.289717Z
,0.43,-3.48,-2.44,2025-03-17T15:40:55.415718Z
,0.67,-3.54,-2.38,2025-03-17T15:40:56.542819Z
,0.49,-3.54,-2.5,2025-03-17T15:40:57.585965Z
,0.55,-3.48,-2.44,2025-03-17T15:40:58.795398Z
,0.49,-3.48,-2.44,2025-03-17T15:40:59.81934Z
,0.67,-3.42,-2.44,2025-03-17T15:41:00.945735Z
,0.73,-3.48,-2.38,2025-03-17T15:41:02.073566Z
,0.73,-3.48,-2.44,2025-03-17T15:41:03.112621Z
,0.73,-3.54,-2.44,2025-03-17T15:41:04.33646Z
,0.73,-3.54,-2.44,2025-03-17T15:41:05.318144Z
,0.67,-3.66,-2.38,2025-03-17T15:41:06.475367Z
,0.61,-3.54,-2.5,2025-03-17T15:41:07.53796Z
,0.92,-3.48,-2.5,2025-03-17T15:41:08.728235Z
,0.12,-3.36,-2.56,2025-03-17T15:41:09.752234Z
,0.49,-3.48,-2.44,2025-03-17T15:41:10.841974Z
,0.31,-3.48,-2.56,2025-03-17T15:41:11.953351Z
,2.14,-3.05,-2.69,2025-03-17T15:41:13.131276Z
,0.73,-3.36,-2.44,2025-03-17T15:41:14.257967Z
,0.67,-3.48,-2.56,2025-03-17T15:41:15.385954Z
,0.67,-3.6,-2.26,2025-03-17T15:41:16.367619Z
,0.49,-3.42,-2.38,2025-03-17T15:41:17.536047Z
,0.55,-3.54,-2.44,2025-03-17T15:41:18.661147Z
,0.55,-3.48,-2.38,2025-03-17T15:41:19.787537Z
,0.79,-3.48,-2.44,2025-03-17T15:41:20.811578Z
,0.79,-3.54,-2.32,2025-03-17T15:41:21.892866Z
,0.67,-3.48,-2.44,2025-03-17T15:41:23.000758Z
,0.49,-3.48,-2.44,2025-03-17T15:41:24.106461Z
,0.79,-3.48,-2.38,2025-03-17T15:41:25.209295Z
,0.49,-3.6,-2.44,2025-03-17T15:41:26.340987Z
,1.28,-3.48,-2.56,2025-03-17T15:41:27.467797Z
,0.73,-3.6,-2.44,2025-03-17T15:41:28.594135Z
,0.55,-3.54,-2.38,2025-03-17T15:41:29.722095Z
,1.04,-3.66,-2.5,2025-03-17T15:41:30.746145Z
,0.73,-3.6,-2.5,2025-03-17T15:41:31.871806Z
,1.04,-3.6,-2.44,2025-03-17T15:41:32.940263Z
,0.73,-3.66,-2.44,2025-03-17T15:41:34.046714Z
,0.67,-3.54,-2.5,2025-03-17T15:41:35.250401Z
,0.73,-3.6,-2.44,2025-03-17T15:41:36.260797Z
,0.61,-3.54,-2.44,2025-03-17T15:41:37.35677Z
,0.61,-3.48,-2.44,2025-03-17T15:41:38.526961Z
,0.55,-3.54,-2.44,2025-03-17T15:41:39.570989Z
,0.79,-3.6,-2.44,2025-03-17T15:41:40.882301Z
,0.49,-3.54,-2.5,2025-03-17T15:41:41.886131Z
,0.73,-3.48,-2.5,2025-03-17T15:41:42.883428Z
,0.67,-3.54,-2.44,2025-03-17T15:41:44.158856Z
,0.61,-3.48,-2.38,2025-03-17T15:41:45.092621Z
,0.73,-3.48,-2.44,2025-03-17T15:41:46.207151Z
,0.55,-3.6,-2.38,2025-03-17T15:41:47.309309Z
,0.55,-3.54,-2.38,2025-03-17T15:41:48.460002Z
,0.73,-3.54,-2.5,2025-03-17T15:41:49.586477Z
,0.73,-3.54,-2.38,2025-03-17T15:41:50.714047Z
,0.67,-3.48,-2.44,2025-03-17T15:41:51.736929Z
,0.67,-3.54,-2.44,2025-03-17T15:41:52.831834Z
,0.55,-3.54,-2.44,2025-03-17T15:41:53.98959Z
,0.67,-3.6,-2.44,2025-03-17T15:41:55.117227Z
,0.67,-3.48,-2.44,2025-03-17T15:41:56.243798Z
,0.43,-3.48,-2.38,2025-03-17T15:41:57.26766Z
,0.73,-3.48,-2.44,2025-03-17T15:41:58.349752Z
,0.73,-3.54,-2.44,2025-03-17T15:41:59.519193Z
,0.73,-3.48,-2.44,2025-03-17T15:42:00.645819Z
,0.67,-3.54,-2.44,2025-03-17T15:42:01.666718Z
,0.73,-3.48,-2.32,2025-03-17T15:42:02.795885Z
,0.73,-3.42,-2.5,2025-03-17T15:42:03.924169Z
,0.73,-3.6,-2.38,2025-03-17T15:42:04.980988Z
,0.67,-3.54,-2.38,2025-03-17T15:42:06.079354Z
,0.73,-3.66,-2.38,2025-03-17T15:42:07.200421Z
,0.79,-3.36,-2.44,2025-03-17T15:42:08.297543Z
,0.67,-3.54,-2.38,2025-03-17T15:42:09.454731Z
,0.67,-3.6,-2.44,2025-03-17T15:42:10.580081Z
,0.31,-3.66,-2.38,2025-03-17T15:42:11.706736Z
,0.67,-3.48,-2.38,2025-03-17T15:42:12.832201Z
,0.79,-3.54,-2.44,2025-03-17T15:42:13.85555Z
,0.49,-3.48,-2.44,2025-03-17T15:42:14.981947Z
,0.85,-3.48,-2.5,2025-03-17T15:42:16.025893Z
,0.73,-3.54,-2.44,2025-03-17T15:42:17.131201Z
,0.67,-3.54,-2.38,2025-03-17T15:42:18.259989Z
,0.55,-3.54,-2.44,2025-03-17T15:42:19.337997Z
,0.73,-3.54,-2.44,2025-03-17T15:42:20.536308Z
,0.55,-3.48,-2.44,2025-03-17T15:42:21.548737Z
,0.61,-3.54,-2.32,2025-03-17T15:42:22.660847Z
,0.73,-3.48,-2.44,2025-03-17T15:42:23.891886Z
,0.55,-3.54,-2.38,2025-03-17T15:42:24.889274Z
,0.79,-3.6,-2.44,2025-03-17T15:42:26.042936Z
,0.67,-3.6,-2.44,2025-03-17T15:42:27.076094Z
,0.67,-3.6,-2.38,2025-03-17T15:42:28.192423Z
,0.67,-3.48,-2.44,2025-03-17T15:42:29.319005Z
,0.85,-3.6,-2.56,2025-03-17T15:42:30.445686Z
,0.79,-3.42,-2.44,2025-03-17T15:42:31.674614Z
,0.79,-3.54,-2.5,2025-03-17T15:42:32.599221Z
,0.67,-3.54,-2.44,2025-03-17T15:42:33.823807Z
,0.61,-3.42,-2.44,2025-03-17T15:42:34.806838Z
,0.92,-3.6,-2.44,2025-03-17T15:42:36.077046Z
,0.79,-3.54,-2.38,2025-03-17T15:42:37.016516Z
,0.73,-3.48,-2.44,2025-03-17T15:42:38.191737Z
,0.67,-3.54,-2.38,2025-03-17T15:42:39.254968Z
,0.73,-3.48,-2.44,2025-03-17T15:42:40.479906Z
,0.73,-3.36,-2.44,2025-03-17T15:42:41.503961Z
,0.67,-3.54,-2.38,2025-03-17T15:42:42.605448Z
,0.55,-3.42,-2.44,2025-03-17T15:42:43.655334Z
,0.55,-3.42,-2.38,2025-03-17T15:42:44.793353Z
,0.37,-3.42,-2.38,2025-03-17T15:42:45.907266Z
,0.92,-3.54,-2.44,2025-03-17T15:42:47.033488Z
,0.67,-3.6,-2.32,2025-03-17T15:42:48.135475Z
,0.79,-3.54,-2.44,2025-03-17T15:42:49.183923Z
,0.85,-3.54,-2.5,2025-03-17T15:42:50.311807Z
,0.73,-3.54,-2.38,2025-03-17T15:42:51.436806Z
,0.61,-3.48,-2.44,2025-03-17T15:42:52.484185Z
,0.79,-3.54,-2.32,2025-03-17T15:42:55.840136Z
,0.61,-3.54,-2.38,2025-03-17T15:42:56.152869Z
,0.49,-3.48,-2.32,2025-03-17T15:42:56.464531Z
,0.67,-3.6,-2.44,2025-03-17T15:42:56.900274Z
,0.61,-3.48,-2.32,2025-03-17T15:42:58.092927Z
,0.79,-3.48,-2.38,2025-03-17T15:42:59.118245Z
,0.67,-3.54,-2.32,2025-03-17T15:43:00.243525Z
,0.73,-3.54,-2.32,2025-03-17T15:43:01.369772Z
,0.73,-3.48,-2.32,2025-03-17T15:43:02.496132Z
,0.67,-3.48,-2.38,2025-03-17T15:43:03.528238Z
,0.79,-3.54,-2.44,2025-03-17T15:43:04.63682Z
,0.67,-3.48,-2.38,2025-03-17T15:43:05.740177Z
,0.73,-3.54,-2.38,2025-03-17T15:43:06.867342Z
,0.79,-3.48,-2.44,2025-03-17T15:43:08.027518Z
,0.67,-3.3,-2.5,2025-03-17T15:43:09.053461Z
,0.61,-3.54,-2.44,2025-03-17T15:43:10.278669Z
,0.67,-3.48,-2.5,2025-03-17T15:43:11.262121Z
,0.67,-3.6,-2.38,2025-03-17T15:43:12.429144Z
,0.92,-3.48,-2.38,2025-03-17T15:43:13.473225Z
,0.92,-3.6,-2.44,2025-03-17T15:43:14.681985Z
,0.61,-3.36,-2.56,2025-03-17T15:43:15.705941Z
,0.55,-3.42,-2.44,2025-03-17T15:43:16.787046Z
,0.98,-3.66,-2.38,2025-03-17T15:43:17.90626Z
,0.98,-3.48,-2.5,2025-03-17T15:43:19.085214Z
,0.67,-3.42,-2.5,2025-03-17T15:43:20.214076Z
