time,value
2025-03-27T03:47:34.382674981Z,8.872050285339355
2025-03-27T03:47:35.374725492Z,8.80305004119873
2025-03-27T03:47:37.212728584Z,9.390000343322754
2025-03-27T03:47:38.232736965Z,10.821000099182129
2025-03-27T03:47:39.214631752Z,9.255000114440918
2025-03-27T03:47:40.234643985Z,9.946950912475586
2025-03-27T03:47:41.284742694Z,6.667050361633301
2025-03-27T03:47:42.261850764Z,10.896000862121582
2025-03-27T03:47:43.252593976Z,7.891050338745117
2025-03-27T03:47:44.262821349Z,8.233050346374512
2025-03-27T03:47:45.264699088Z,9.006000518798828
2025-03-27T03:47:46.275159946Z,7.213050365447998
2025-03-27T03:47:47.304975167Z,8.440950393676758
2025-03-27T03:47:48.319144344Z,8.860050201416016
2025-03-27T03:47:49.312738017Z,9.145050048828125
2025-03-27T03:47:50.314710779Z,8.406000137329102
2025-03-27T03:47:51.314725194Z,8.998950004577637
2025-03-27T03:47:52.324853206Z,7.126950263977051
2025-03-27T03:47:53.344665196Z,9.897000312805176
2025-03-27T03:47:54.374713279Z,9.895050048828125
2025-03-27T03:47:55.342654281Z,9.895050048828125
2025-03-27T03:47:56.354616081Z,9.895050048828125
2025-03-27T03:47:57.37485068Z,9.88800048828125
2025-03-27T03:47:58.392825411Z,9.883050918579102
2025-03-27T03:47:59.395161907Z,9.8899507522583
2025-03-27T03:48:00.412704781Z,9.904050827026367
2025-03-27T03:48:01.404821078Z,9.892050743103027
2025-03-27T03:48:02.424752094Z,9.883050918579102
2025-03-27T03:48:03.454524481Z,9.880050659179688
2025-03-27T03:48:04.445047378Z,9.909000396728516
2025-03-27T03:48:05.454762039Z,9.907050132751465
2025-03-27T03:48:06.465014628Z,9.919050216674805
2025-03-27T03:48:07.475228505Z,9.91395092010498
2025-03-27T03:48:08.494943214Z,14.679000854492188
2025-03-27T03:48:09.494546861Z,7.012050151824951
2025-03-27T03:48:10.574959817Z,8.872050285339355
2025-03-27T03:48:11.594869341Z,31.471952438354492
2025-03-27T03:48:12.584997194Z,5.707050323486328
2025-03-27T03:48:13.584640891Z,7.1010003089904785
2025-03-27T03:48:14.553016747Z,7.219950199127197
2025-03-27T03:48:15.565063552Z,10.005000114440918
2025-03-27T03:48:16.532773441Z,9.904050827026367
2025-03-27T03:48:17.552883094Z,9.90000057220459
2025-03-27T03:48:18.544807683Z,9.91395092010498
2025-03-27T03:48:19.552814504Z,9.907050132751465
2025-03-27T03:48:20.554914997Z,9.907050132751465
2025-03-27T03:48:21.563074406Z,9.907050132751465
2025-03-27T03:48:22.574783192Z,9.909000396728516
2025-03-27T03:48:23.584785774Z,9.904050827026367
2025-03-27T03:48:24.594697578Z,9.909000396728516
2025-03-27T03:48:25.604485937Z,9.91200065612793
2025-03-27T03:48:26.633013696Z,9.91200065612793
2025-03-27T03:48:27.622963162Z,9.91200065612793
2025-03-27T03:48:28.624852066Z,9.919050216674805
2025-03-27T03:48:29.635811496Z,9.916050910949707
2025-03-27T03:48:30.644882728Z,9.91395092010498
2025-03-27T03:48:31.656563844Z,9.916050910949707
2025-03-27T03:48:32.66498224Z,10.090950012207031
2025-03-27T03:48:33.6817467Z,12.555000305175781
2025-03-27T03:48:34.672900933Z,-11.188050270080566
2025-03-27T03:48:35.684794358Z,15.136051177978516
2025-03-27T03:48:36.694501994Z,11.80095100402832
2025-03-27T03:48:37.704781893Z,-8.944950103759766
2025-03-27T03:48:38.715619257Z,8.295000076293945
2025-03-27T03:48:39.734861082Z,8.10105037689209
2025-03-27T03:48:40.72492996Z,-6.0360002517700195
2025-03-27T03:48:41.744684183Z,10.326000213623047
2025-03-27T03:48:42.744819834Z,12.04995059967041
2025-03-27T03:48:43.754835008Z,6.1020002365112305
2025-03-27T03:48:44.765894183Z,11.85105037689209
2025-03-27T03:48:45.77500018Z,6.097050189971924
2025-03-27T03:48:46.774757368Z,8.986950874328613
2025-03-27T03:48:47.784805536Z,4.840050220489502
2025-03-27T03:48:48.802718007Z,12.315000534057617
2025-03-27T03:48:49.814730801Z,8.83395004272461
2025-03-27T03:48:50.824910488Z,8.29800033569336
2025-03-27T03:48:51.854660856Z,6.2310004234313965
2025-03-27T03:48:52.844645Z,8.944050788879395
2025-03-27T03:48:53.854612761Z,7.606050491333008
2025-03-27T03:48:54.875149944Z,9.09000015258789
2025-03-27T03:48:55.884691962Z,9.634050369262695
2025-03-27T03:48:56.874905999Z,10.867050170898438
2025-03-27T03:48:57.886070212Z,9.255000114440918
2025-03-27T03:48:59.525307746Z,12.11400032043457
2025-03-27T03:48:59.895041883Z,16.492950439453125
2025-03-27T03:49:00.925084922Z,7.840050220489502
2025-03-27T03:49:01.93304263Z,2.989950180053711
2025-03-27T03:49:02.92600786Z,4.189050197601318
2025-03-27T03:49:03.944999741Z,3.793950080871582
2025-03-27T03:49:04.946340358Z,9.1360502243042
2025-03-27T03:49:05.955187005Z,9.451950073242188
2025-03-27T03:49:06.954894848Z,18.402000427246094
2025-03-27T03:49:07.935022282Z,6.295950412750244
2025-03-27T03:49:08.954833642Z,5.817000389099121
2025-03-27T03:49:09.994724403Z,6.5400004386901855
2025-03-27T03:49:10.974736961Z,8.719050407409668
2025-03-27T03:49:12.055728098Z,8.530050277709961
2025-03-27T03:49:13.074947452Z,8.761950492858887
2025-03-27T03:49:14.014981988Z,8.282999992370605
2025-03-27T03:49:15.084644261Z,7.821000576019287
2025-03-27T03:49:16.053728111Z,8.341050148010254
2025-03-27T03:49:17.034733946Z,8.701950073242188
2025-03-27T03:49:18.03286485Z,8.226000785827637
2025-03-27T03:49:19.044769476Z,9.550050735473633
2025-03-27T03:49:20.044792995Z,7.699050426483154
2025-03-27T03:49:21.078799323Z,8.760000228881836
2025-03-27T03:49:22.065172313Z,12.007050514221191
2025-03-27T03:49:23.065094593Z,7.1010003089904785
2025-03-27T03:49:24.074852467Z,10.843050956726074
2025-03-27T03:49:25.110906252Z,7.012050151824951
2025-03-27T03:49:26.095656363Z,10.96500015258789
2025-03-27T03:49:27.10475356Z,12.481050491333008
2025-03-27T03:49:28.116086329Z,4.441050052642822
2025-03-27T03:49:29.115990265Z,24.67905044555664
2025-03-27T03:49:30.124845516Z,-6.58905029296875
2025-03-27T03:49:31.13478506Z,11.488950729370117
2025-03-27T03:49:32.144780205Z,9.655050277709961
2025-03-27T03:49:33.145421895Z,9.95895004272461
2025-03-27T03:49:34.154673525Z,8.221050262451172
2025-03-27T03:49:35.164692439Z,8.836050033569336
2025-03-27T03:49:36.175119829Z,6.283950328826904
2025-03-27T03:49:37.185052706Z,15.736950874328613
2025-03-27T03:49:38.184816943Z,14.488950729370117
2025-03-27T03:49:39.204716611Z,22.759050369262695
2025-03-27T03:49:40.204921054Z,7.9360504150390625
2025-03-27T03:49:41.224621116Z,8.140049934387207
2025-03-27T03:49:42.224813735Z,15.877950668334961
2025-03-27T03:49:43.242878328Z,5.56095027923584
2025-03-27T03:49:44.24521854Z,6.670050144195557
2025-03-27T03:49:45.244819637Z,11.3100004196167
2025-03-27T03:49:46.254670256Z,3.1740002632141113
2025-03-27T03:49:47.264897856Z,4.1579999923706055
2025-03-27T03:49:48.276310175Z,5.293050289154053
2025-03-27T03:49:49.286961893Z,5.032050132751465
2025-03-27T03:49:50.296294666Z,9.009000778198242
2025-03-27T03:49:51.304893837Z,4.393050193786621
2025-03-27T03:49:52.32291734Z,5.3359503746032715
2025-03-27T03:49:53.342579275Z,5.755050182342529
2025-03-27T03:49:54.363064151Z,3.5310001373291016
2025-03-27T03:49:55.344747217Z,8.154000282287598
2025-03-27T03:49:56.356141097Z,13.0260009765625
2025-03-27T03:49:57.365077666Z,1.5649501085281372
2025-03-27T03:49:58.375118962Z,9.457050323486328
2025-03-27T03:49:59.395662296Z,3.7819502353668213
2025-03-27T03:50:00.385161668Z,9.538050651550293
2025-03-27T03:50:01.395707943Z,7.90500020980835
2025-03-27T03:50:02.475016127Z,7.848000526428223
2025-03-27T03:50:03.414846352Z,7.642050266265869
2025-03-27T03:50:04.433047193Z,8.784000396728516
2025-03-27T03:50:05.425660081Z,8.395950317382812
2025-03-27T03:50:06.573685529Z,8.556000709533691
2025-03-27T03:50:07.454794333Z,15.093000411987305
2025-03-27T03:50:08.464933323Z,7.174950122833252
2025-03-27T03:50:09.484647375Z,-1.2690000534057617
2025-03-27T03:50:10.48568223Z,-0.6199500560760498
2025-03-27T03:50:11.574724932Z,0.9499500393867493
2025-03-27T03:50:12.584695048Z,-2.2549500465393066
2025-03-27T03:50:13.563037921Z,-2.3749501705169678
2025-03-27T03:50:14.585561853Z,-2.3749501705169678
2025-03-27T03:50:15.512847863Z,-1.221000075340271
2025-03-27T03:50:16.564870772Z,-2.611950159072876
2025-03-27T03:50:17.544859888Z,-3.970050096511841
2025-03-27T03:50:18.554913053Z,-0.9810000658035278
2025-03-27T03:50:19.542802566Z,-1.798050045967102
2025-03-27T03:50:20.535781793Z,-0.3570000231266022
2025-03-27T03:50:21.545746092Z,-1.2570000886917114
2025-03-27T03:50:22.554835296Z,-0.843000054359436
2025-03-27T03:50:23.562888723Z,-1.5250500440597534
2025-03-27T03:50:24.566949839Z,-1.1440500020980835
2025-03-27T03:50:25.574763649Z,-0.6270000338554382
2025-03-27T03:50:26.585389475Z,0.6190500259399414
2025-03-27T03:50:27.59471819Z,2.91795015335083
2025-03-27T03:50:28.594930501Z,0.006000000052154064
2025-03-27T03:50:29.612752538Z,-3.5220000743865967
2025-03-27T03:50:30.614930291Z,3.283950090408325
2025-03-27T03:50:31.625892689Z,3.8989500999450684
2025-03-27T03:50:32.642771833Z,-0.5719500184059143
2025-03-27T03:50:33.63310535Z,-0.20805001258850098
2025-03-27T03:50:34.650540731Z,-0.598050057888031
2025-03-27T03:50:35.662623267Z,0.27000001072883606
2025-03-27T03:50:36.67365667Z,3.6700501441955566
2025-03-27T03:50:37.682913309Z,-0.5740500092506409
2025-03-27T03:50:38.674933173Z,-0.21495001018047333
2025-03-27T03:50:39.703082982Z,3.1330502033233643
2025-03-27T03:50:40.692752674Z,0.492000013589859
2025-03-27T03:50:41.702836071Z,0.48000001907348633
2025-03-27T03:50:42.712631267Z,-0.3930000066757202
2025-03-27T03:50:43.72320828Z,-0.43800002336502075
2025-03-27T03:50:44.740637552Z,5.92995023727417
2025-03-27T03:50:45.78841687Z,4.156050205230713
2025-03-27T03:50:46.752558782Z,2.48895001411438
2025-03-27T03:50:47.761690467Z,-3.835050106048584
2025-03-27T03:50:48.76321627Z,1.867050051689148
2025-03-27T03:50:49.772332895Z,1.9030500650405884
2025-03-27T03:50:50.782357247Z,2.2639501094818115
2025-03-27T03:50:51.822649524Z,0.2770500183105469
2025-03-27T03:50:52.822455546Z,-2.728950023651123
2025-03-27T03:50:53.822871257Z,-1.0530000925064087
2025-03-27T03:50:54.850549074Z,-0.28005000948905945
2025-03-27T03:50:55.852022685Z,1.4239500761032104
2025-03-27T03:50:56.851977165Z,3.5910000801086426
2025-03-27T03:50:57.889244664Z,0.15495000779628754
2025-03-27T03:50:58.864611999Z,10.85205078125
2025-03-27T03:50:59.89287Z,3.6910502910614014
2025-03-27T03:51:00.950812962Z,3.1240501403808594
2025-03-27T03:51:01.902252155Z,-0.22005000710487366
2025-03-27T03:51:02.893130947Z,-1.333050012588501
2025-03-27T03:51:03.913541032Z,0.5260500311851501
2025-03-27T03:51:04.92307868Z,-4.273950099945068
2025-03-27T03:51:05.932777875Z,1.290000081062317
2025-03-27T03:51:06.942161418Z,1.725000023841858
2025-03-27T03:51:07.951745184Z,1.2679500579833984
2025-03-27T03:51:08.952401352Z,-1.0990500450134277
2025-03-27T03:51:09.972615564Z,-0.08595000207424164
2025-03-27T03:51:10.972358798Z,0.5040000081062317
2025-03-27T03:51:11.992118811Z,1.7850000858306885
2025-03-27T03:51:13.082286558Z,0.8280000686645508
2025-03-27T03:51:14.091448809Z,-0.1270500123500824
2025-03-27T03:51:15.092521864Z,6.98805046081543
2025-03-27T03:51:16.043114711Z,0.16005000472068787
2025-03-27T03:51:17.063194352Z,-2.574000120162964
2025-03-27T03:51:18.031422655Z,0.1860000044107437
2025-03-27T03:51:19.032035189Z,-1.0009500980377197
2025-03-27T03:51:20.033133599Z,-0.6060000061988831
2025-03-27T03:51:21.032865795Z,-2.422950029373169
2025-03-27T03:51:22.033285725Z,1.6270500421524048
2025-03-27T03:51:23.034938867Z,-1.350000023841858
2025-03-27T03:51:24.044813974Z,2.805000066757202
2025-03-27T03:51:25.042838767Z,-3.120000123977661
2025-03-27T03:51:26.071043255Z,-3.3760502338409424
2025-03-27T03:51:27.063574557Z,-1.9699500799179077
2025-03-27T03:51:28.081084905Z,8.475000381469727
2025-03-27T03:51:29.085755574Z,6.579000473022461
2025-03-27T03:51:30.103943987Z,7.3690505027771
2025-03-27T03:51:31.09503047Z,7.249050140380859
2025-03-27T03:51:32.106001336Z,6.757950305938721
2025-03-27T03:51:33.115180368Z,9.634050369262695
2025-03-27T03:51:34.126717732Z,15.199951171875
2025-03-27T03:51:35.135798609Z,8.377050399780273
2025-03-27T03:51:36.146059635Z,5.044050216674805
2025-03-27T03:51:37.156458561Z,6.265050411224365
2025-03-27T03:51:38.166116526Z,8.88900089263916
2025-03-27T03:51:39.175406007Z,7.948050498962402
2025-03-27T03:51:40.184933454Z,9.117000579833984
2025-03-27T03:51:41.193936626Z,10.26300048828125
2025-03-27T03:51:42.195857501Z,10.76400089263916
2025-03-27T03:51:43.206508293Z,8.068050384521484
2025-03-27T03:51:44.216578169Z,10.507950782775879
2025-03-27T03:51:45.226784447Z,10.255950927734375
2025-03-27T03:51:46.266655163Z,8.749950408935547
2025-03-27T03:51:47.236543818Z,10.01400089263916
2025-03-27T03:51:48.245774652Z,3.634050130844116
2025-03-27T03:51:49.255805114Z,6.51900053024292
2025-03-27T03:51:50.267579039Z,7.498050212860107
2025-03-27T03:51:51.274898074Z,14.548951148986816
2025-03-27T03:51:52.276143124Z,7.122000217437744
2025-03-27T03:51:53.296642235Z,9.148050308227539
2025-03-27T03:51:54.305259541Z,8.683050155639648
2025-03-27T03:51:55.311469637Z,6.124050140380859
2025-03-27T03:51:56.310775899Z,8.518050193786621
2025-03-27T03:51:57.311966924Z,8.01300048828125
2025-03-27T03:51:58.341335909Z,8.643000602722168
2025-03-27T03:51:59.330651911Z,7.800000190734863
2025-03-27T03:52:00.389289752Z,7.207950115203857
2025-03-27T03:52:01.371283733Z,3.6600000858306885
2025-03-27T03:52:02.363024033Z,7.282950401306152
2025-03-27T03:52:03.383641006Z,9.390000343322754
2025-03-27T03:52:04.402280759Z,7.105050563812256
2025-03-27T03:52:05.383088569Z,8.962950706481934
2025-03-27T03:52:06.424528044Z,7.998000144958496
2025-03-27T03:52:07.413517755Z,8.197050094604492
2025-03-27T03:52:08.443605753Z,8.707050323486328
2025-03-27T03:52:09.45489405Z,8.743050575256348
2025-03-27T03:52:10.43401047Z,9.19800090789795
2025-03-27T03:52:13.193347559Z,9.334050178527832
2025-03-27T03:52:14.203964663Z,12.86400032043457
2025-03-27T03:52:15.205027754Z,8.556000709533691
2025-03-27T03:52:16.212957928Z,4.951050281524658
2025-03-27T03:52:17.210974732Z,9.064050674438477
2025-03-27T03:52:18.213507802Z,8.176050186157227
2025-03-27T03:52:19.21423338Z,8.227950096130371
2025-03-27T03:52:20.213749218Z,8.227950096130371
2025-03-27T03:52:21.202893231Z,8.406000137329102
2025-03-27T03:52:22.232802673Z,8.689949989318848
2025-03-27T03:52:23.233628615Z,8.755050659179688
2025-03-27T03:52:24.224018982Z,8.740950584411621
2025-03-27T03:52:25.234503569Z,8.689949989318848
2025-03-27T03:52:26.23430987Z,6.591000080108643
2025-03-27T03:52:27.272800421Z,7.126950263977051
