time,value
2025-02-08T19:08:10.251924379Z,-0.5159912109375
2025-02-08T19:08:11.261215985Z,0.3377685546875
2025-02-08T19:08:12.28154775Z,-0.0048828125
2025-02-08T19:08:13.311903225Z,-0.6466064453125
2025-02-08T19:08:14.54150213Z,-0.043701171875
2025-02-08T19:08:15.362176613Z,-0.1026611328125
2025-02-08T19:08:16.392246034Z,0.009765625
2025-02-08T19:08:17.422365319Z,-0.1788330078125
2025-02-08T19:08:18.642553153Z,-0.6722412109375
2025-02-08T19:08:19.67241009Z,-0.5006103515625
2025-02-08T19:08:20.472960333Z,-0.4930419921875
2025-02-08T19:08:21.72130369Z,-0.1793212890625
2025-02-08T19:08:22.74228618Z,-0.4779052734375
2025-02-08T19:08:23.761347202Z,-0.57080078125
2025-02-08T19:08:24.792695912Z,0.12890625
2025-02-08T19:08:25.802335825Z,-0.453125
2025-02-08T19:08:26.832449698Z,0.1251220703125
2025-02-08T19:08:27.8703515Z,-0.60546875
2025-02-08T19:08:28.880980243Z,-0.691650390625
2025-02-08T19:08:29.905443037Z,-0.9481201171875
2025-02-08T19:08:30.92157617Z,-0.9063720703125
2025-02-08T19:08:32.161664506Z,-0.3177490234375
2025-02-08T19:08:33.190556825Z,-0.251953125
2025-02-08T19:08:34.202505374Z,-0.365234375
2025-02-08T19:08:35.22348998Z,-0.0489501953125
2025-02-08T19:08:36.262484524Z,-0.864990234375
2025-02-08T19:08:37.281437002Z,-0.9315185546875
2025-02-08T19:08:38.277231173Z,0.01806640625
2025-02-08T19:08:39.519264053Z,-0.9603271484375
2025-02-08T19:08:40.554347422Z,-0.3345947265625
2025-02-08T19:08:41.347307698Z,-0.4163818359375
2025-02-08T19:08:42.634561565Z,-0.48046875
2025-02-08T19:08:43.227609486Z,-0.001953125
2025-02-08T19:08:45.044504233Z,-0.017578125
2025-02-08T19:08:45.478116479Z,-0.0045166015625
2025-02-08T19:08:47.036545393Z,-0.368408203125
2025-02-08T19:08:47.64254982Z,-0.616943359375
2025-02-08T19:08:48.754315721Z,-0.1754150390625
2025-02-08T19:08:50.026437247Z,-0.8427734375
